From,To
203434_s_at,4311
219047_s_at,79759
221263_s_at,83443
209483_s_at,25936
210144_at,25771
210961_s_at,146
207473_at,4295
215581_s_at,8888
214109_at,987
210686_x_at,8034
217407_x_at,23759
213289_at,139322
211018_at,4047
207543_s_at,5033
218043_s_at,64343
201402_at,156
214029_at,284439
206467_x_at,100533107
218571_s_at,10548
201573_s_at,2107
219862_s_at,26502
203592_s_at,10272
206963_s_at,51471
218096_at,55326
215323_at,338645
221927_s_at,83451
214510_at,2843
213518_at,5584
208277_at,5309
218687_s_at,56667
220362_at,170679
204191_at,3454
214589_at,2257
204714_s_at,2153
217776_at,51109
204651_at,4899
208435_s_at,363
200002_at,11224
218364_at,9209
201498_at,7874
203677_s_at,6895
200039_s_at,5690
208896_at,8886
205721_at,2675
202874_s_at,528
220142_at,60484
214312_at,3170
213762_x_at,26787
202130_at,8780
205004_at,55922
215181_at,64405
212255_s_at,27032
204850_s_at,1641
204807_at,10329
213381_at,196740
219958_at,55321
215178_x_at,27163
200853_at,3015
200898_s_at,10724
209133_s_at,54939
210546_x_at,1485
209605_at,7263
214483_s_at,27236
204167_at,686
200704_at,9516
220266_s_at,9314
212128_s_at,1605
219770_at,79712
207453_s_at,25822
212435_at,51592
215711_s_at,7465
202653_s_at,64844
203937_s_at,9013
217926_at,28974
204428_s_at,3931
203608_at,7915
201488_x_at,10657
212815_at,10973
39835_at,6305
207382_at,8626
221362_at,3361
203249_at,2145
217543_s_at,8720
206354_at,28234
209298_s_at,6453
202936_s_at,6662
219219_at,54958
205942_s_at,6296
212968_at,5986
214317_x_at,6203
221214_s_at,102466223
221576_at,9518
215722_s_at,6627
206750_at,7975
38918_at,9580
215069_at,9397
213745_at,26033
213653_at,56339
203432_at,7112
32137_at,3714
206999_at,3595
211658_at,7001
218039_at,51203
217214_s_at,6530
216346_at,266629
203364_s_at,9776
214588_s_at,4238
208453_s_at,7511
218024_at,51660
201359_at,1315
207367_at,479
200938_s_at,473
218538_s_at,57380
205830_at,1047
216696_s_at,58510
218645_at,11179
204298_s_at,4015
222158_s_at,51029
205768_s_at,11001
201765_s_at,3073
206550_s_at,9631
204740_at,10256
217050_at,10824
207934_at,5988
201231_s_at,2023
204249_s_at,4005
207039_at,1029
210801_at,27292
40829_at,23038
210436_at,10694
205769_at,11001
217213_at,6530
212008_at,23190
206838_at,9095
216254_at,29780
220159_at,79963
215256_x_at,115703
205025_at,3104
219254_at,79701
206556_at,27098
215756_at,730227
220358_at,55509
216778_s_at,1538
213482_at,1795
208266_at,100507249
208507_at,26658
211889_x_at,634
219619_at,54769
210616_s_at,22872
205651_x_at,11069
213403_at,84804
221395_at,50838
202028_s_at,6169
211572_s_at,9962
215423_at,10299
212187_x_at,5730
50965_at,25837
213409_s_at,6009
201330_at,5917
217118_s_at,23313
218208_at,80148
209956_s_at,816
208748_s_at,10211
201991_s_at,3799
209089_at,5868
219589_s_at,55260
209272_at,4664
209830_s_at,9351
55872_at,57473
205931_s_at,401317
207584_at,4018
203685_at,596
220575_at,80039
216098_s_at,3363
214838_at,375035
212583_at,9716
212950_at,221395
201273_s_at,6726
211057_at,4919
214792_x_at,6844
218783_at,25896
219149_x_at,51163
210752_s_at,6945
219661_at,64901
210109_at,27099
207729_at,1007
216059_at,5077
221547_at,8559
212478_at,64795
209054_s_at,7468
201927_s_at,8502
219314_s_at,51222
213143_at,257407
208977_x_at,10383
204449_at,5082
212590_at,22800
205470_s_at,11012
206784_at,343
201053_s_at,9491
218296_x_at,100129405
201982_s_at,5069
221429_x_at,56157
204910_s_at,10612
220564_at,55328
217783_s_at,51646
220978_at,81850
220496_at,51266
200765_x_at,1495
207335_x_at,521
210780_at,2100
209484_s_at,25936
207294_at,186
214064_at,7018
219449_s_at,54968
221862_at,54531
207614_s_at,8454
206596_s_at,4901
211836_s_at,4340
208024_s_at,8214
202670_at,5604
201782_s_at,9049
219377_at,64762
213338_at,25907
200993_at,10527
220435_at,55532
217593_at,65982
201348_at,2878
217201_at,9462
218719_s_at,64785
215331_at,22989
221322_at,64111
206983_at,1235
207257_at,2056
209233_at,10436
218249_at,64429
222137_at,54862
209432_s_at,10488
208609_s_at,7146
211752_s_at,374291
202138_x_at,7965
208821_at,6628
221675_s_at,56994
220515_at,63904
201715_s_at,22985
219044_at,55258
206254_at,1950
219033_at,79668
221998_s_at,51231
214063_s_at,7018
76897_s_at,23307
211663_x_at,5730
205747_at,869
215798_at,10840
218304_s_at,114885
219507_at,51319
220153_at,57089
219624_at,9530
211180_x_at,100506403
211636_at,102723407
39249_at,360
216115_at,101930150
213101_s_at,10096
221061_at,9033
204546_at,9764
206728_at,9718
212091_s_at,1291
210483_at,254896
221109_at,100506571
203376_at,51362
216986_s_at,3662
65438_at,57707
201812_s_at,201725
208694_at,5591
202400_s_at,6722
201263_at,6897
211596_s_at,26018
211131_s_at,1896
214682_at,339044
219312_s_at,65986
208939_at,22929
208205_at,9752
207344_at,10566
205398_s_at,4088
218755_at,10112
220617_s_at,55205
221976_s_at,50810
207378_at,11181
214666_x_at,3658
210567_s_at,6502
211100_x_at,11027
204277_s_at,7084
212737_at,2760
221388_at,8383
202378_s_at,54741
215037_s_at,598
201167_x_at,396
211306_s_at,2204
201639_s_at,100126351
211348_s_at,8555
207460_at,3004
209780_at,57157
218390_s_at,63877
218809_at,80025
204047_s_at,9749
201767_s_at,60528
214991_s_at,84720
213470_s_at,3187
222317_at,5140
211975_at,84364
207693_at,785
207040_s_at,6767
208492_at,5994
213888_s_at,80342
214432_at,478
203303_at,6990
206204_at,2888
64371_at,10147
207191_s_at,3671
214669_x_at,3514
208917_x_at,65220
200911_s_at,6867
215949_x_at,3507
207474_at,54861
208464_at,2893
212617_at,23060
204993_at,2781
204189_at,5916
209560_s_at,8788
206174_s_at,5537
208513_at,27023
210088_x_at,4635
213288_at,129642
214882_s_at,6427
202972_s_at,10144
201005_at,928
205072_s_at,7518
208822_s_at,7818
206506_s_at,8464
214638_s_at,905
201612_at,223
207870_at,10142
40562_at,2767
205597_at,80736
213402_at,126208
208159_x_at,1663
214171_s_at,11338
206190_at,2840
201772_at,51582
214380_at,26121
216913_s_at,23223
211232_x_at,2740
208033_s_at,463
215150_at,55432
204756_at,5607
212149_at,23167
219771_at,54885
218690_at,8572
215492_x_at,171558
219965_s_at,79917
215496_at,23034
203024_s_at,56951
206717_at,4626
210582_s_at,3985
37872_at,8629
212283_at,375790
211615_s_at,10128
215086_at,25998
202611_s_at,9282
207205_at,1089
202078_at,8533
212309_at,23122
210713_at,6453
201736_s_at,10299
212832_s_at,9793
206023_at,10874
205424_at,9755
212774_at,10472
205463_s_at,5154
210201_x_at,274
220616_at,171017
52837_at,85352
213736_at,1329
217285_at,23617
208523_x_at,8339
204374_s_at,2584
208704_x_at,334
210396_s_at,440354
208663_s_at,286495
202018_s_at,4057
202076_at,329
220501_at,10881
216966_at,3674
203419_at,9757
214038_at,6355
207862_at,7379
220325_at,54457
209073_s_at,101928143
49077_at,51400
209210_s_at,10979
201329_s_at,2114
214224_s_at,5303
201603_at,4659
200053_at,9552
218344_s_at,55758
221072_at,57000
211600_at,5800
219261_at,79034
213828_x_at,3020
209629_s_at,55916
207638_at,5651
214217_at,2915
221485_at,9334
217781_s_at,64397
214891_at,23014
202504_at,23650
216844_at,23264
205330_at,4330
204860_s_at,4671
206364_at,9928
205123_s_at,100526694
201274_at,5686
219172_at,80019
219071_x_at,51236
212729_at,1741
210620_s_at,2976
201315_x_at,10581
213437_at,22902
218017_s_at,138050
203273_s_at,11334
208611_s_at,6709
214319_at,10129
219681_s_at,80223
212403_at,89910
214287_s_at,8621
211030_s_at,6533
219662_at,79074
207718_x_at,1549
216977_x_at,6627
209870_s_at,321
220524_at,54566
203889_at,6447
211421_s_at,5979
220508_at,150160
205863_at,6283
38269_at,25865
210143_at,11199
218566_s_at,26973
41047_at,79095
211304_x_at,3762
218508_at,55802
210676_x_at,285190
200722_s_at,4076
211653_x_at,1646
204670_x_at,3123
218432_at,26273
215192_at,5382
222081_at,23408
203831_at,22864
214075_at,29937
210004_at,4973
218673_s_at,10533
214097_at,6227
215271_at,63923
202594_at,23484
213976_at,25792
212603_at,10240
206229_x_at,5076
210523_at,658
210912_x_at,2948
41037_at,7004
201165_s_at,9698
209874_x_at,54805
201458_s_at,9184
221762_s_at,63935
217576_x_at,6655
206933_s_at,9563
210292_s_at,27328
202700_s_at,9725
203652_at,4296
215803_at,55086
213205_s_at,23132
220223_at,79915
208579_x_at,54145
202597_at,3664
213366_x_at,509
203605_at,6729
206872_at,6568
204832_s_at,657
213211_s_at,10629
219516_at,59341
213977_s_at,25792
222023_at,11214
204385_at,8942
218725_at,79751
201483_s_at,6827
221649_s_at,56342
216779_at,1538
218784_s_at,55776
215075_s_at,2885
209503_s_at,5705
208941_s_at,22929
221810_at,376267
217741_s_at,7763
212436_at,51592
214228_x_at,7293
201496_x_at,4629
214947_at,54491
209795_at,969
204042_at,10810
206398_s_at,930
203429_s_at,51430
206493_at,3674
210930_s_at,2064
204741_at,636
38157_at,1797
212494_at,23371
209431_s_at,23598
219915_s_at,117247
220234_at,767
206239_s_at,6690
210786_s_at,2313
207315_at,10666
219159_s_at,57823
208703_s_at,334
217594_at,23318
218899_s_at,79870
206016_at,28952
209039_x_at,10938
205711_x_at,509
207482_at,27296
214889_at,25854
210513_s_at,7422
203860_at,5095
214674_at,10869
216015_s_at,114548
220149_at,79919
214978_s_at,8497
219916_s_at,80352
219355_at,55086
212134_at,102466719
214187_x_at,10217
217696_at,2529
221459_at,9038
216128_at,6904
217508_s_at,147339
222253_s_at,29774
60794_f_at,730051
201258_at,6217
218399_s_at,55038
211832_s_at,4193
210200_at,11060
210218_s_at,6672
214744_s_at,619505
206448_at,22891
212630_at,11336
207166_at,2792
219930_at,11279
201914_s_at,11231
205195_at,1174
218773_s_at,22921
217561_at,796
201575_at,22938
204467_s_at,6622
204226_at,27067
220597_s_at,51329
204150_at,23166
219861_at,55192
210720_s_at,63941
212157_at,6383
220775_s_at,55293
221432_s_at,81894
220535_at,55138
203930_s_at,4137
201001_s_at,387521
207381_at,242
201727_s_at,1994
209289_at,4781
203177_x_at,7019
203448_s_at,7013
216765_at,5607
219986_s_at,80724
209124_at,4615
218761_at,54778
203745_at,3052
210421_s_at,9187
216100_s_at,26092
202866_at,54788
213677_s_at,5378
212171_x_at,7422
216460_at,101927181
207170_s_at,25875
217790_s_at,6747
201895_at,369
218060_s_at,79650
219853_at,79147
208066_s_at,2959
214582_at,5140
204863_s_at,3572
202828_s_at,4323
208215_x_at,1815
203622_s_at,56902
213469_at,80055
222238_s_at,27434
205160_at,8800
202515_at,1739
219774_at,54520
64418_at,11276
51146_at,55650
211623_s_at,2091
204072_s_at,10129
208527_x_at,8344
220053_at,9573
202688_at,8743
207515_s_at,9533
219252_s_at,54960
204311_at,482
217303_s_at,155
202257_s_at,10421
200991_s_at,9784
212491_s_at,22826
205497_at,7728
201086_x_at,6651
214302_x_at,57165
213319_s_at,8531
218391_at,11267
219816_s_at,55147
210336_x_at,7593
219645_at,844
211090_s_at,8899
207263_x_at,55591
208183_at,6870
201518_at,10951
222148_s_at,55288
202797_at,22908
206708_at,3344
213554_s_at,55573
206404_at,2254
211563_s_at,8725
202836_s_at,10907
216647_at,6929
218368_s_at,51330
208758_at,471
208996_s_at,5432
204737_s_at,4624
217484_at,1378
203528_at,10507
200735_x_at,4666
206967_at,904
203674_at,9931
214982_at,101929240
215495_s_at,23034
208642_s_at,7520
202204_s_at,267
202364_at,4601
205538_at,7464
213058_at,23331
203259_s_at,51020
37117_at,23779
207685_at,1417
218587_s_at,56983
213347_x_at,6191
205399_at,9201
217774_s_at,51504
206941_x_at,9723
204858_s_at,1890
209833_at,8738
205790_at,8631
207857_at,11027
214743_at,1523
209305_s_at,4616
212520_s_at,6597
204077_x_at,9583
81737_at,100505915
204620_s_at,1462
200836_s_at,4134
203943_at,9371
218411_s_at,51562
207352_s_at,2561
211521_s_at,27128
213661_at,25891
202397_at,10204
221057_at,100505741
218515_at,94104
200758_s_at,4779
200992_at,10527
210749_x_at,100616237
213672_at,102465454
213069_at,57493
205600_x_at,3215
209151_x_at,6929
202198_s_at,8897
206293_at,6822
221200_at,100862697
207765_s_at,80256
203393_at,3280
215089_s_at,8241
200644_at,65108
213609_s_at,23544
215970_at,100130331
207999_s_at,104
201079_at,9144
204116_at,3561
206161_s_at,6861
201129_at,6432
212577_at,23347
212257_s_at,6595
212414_s_at,23157
53076_at,11285
218201_at,4708
219153_s_at,79875
206673_at,11245
201411_s_at,55041
212998_x_at,3119
216030_s_at,6407
214516_at,121504
214418_at,196993
219601_s_at,26148
210980_s_at,427
221633_at,29781
218369_s_at,51013
216432_at,9153
206534_at,2903
216572_at,2300
218754_at,79707
209163_at,1534
202309_at,4522
49327_at,23410
201590_x_at,302
221647_s_at,102465445
206353_at,1339
209197_at,23208
212167_s_at,6598
212146_at,23207
200010_at,6135
59437_at,138162
220260_at,55296
218608_at,23400
201308_s_at,55752
219041_s_at,29803
219039_at,54910
206331_at,10203
216602_s_at,2193
216129_at,10079
207885_at,795
209917_s_at,11257
214620_x_at,5066
209480_at,3119
217957_at,29105
219500_at,23529
207475_at,2169
212742_at,27246
203220_s_at,7088
204368_at,6578
56256_at,51092
206316_s_at,9735
202279_at,9556
210597_x_at,5542
206116_s_at,7168
210063_at,1757
220699_s_at,55387
207782_s_at,5663
221977_at,6909
221413_at,9196
1255_g_at,2978
216393_at,26148
219004_s_at,54069
212308_at,23122
202743_at,8503
214099_s_at,100996724
216010_x_at,2525
207933_at,7783
215145_s_at,26047
37012_at,832
212441_at,9778
210741_at,23365
212036_s_at,5411
204720_s_at,9829
216563_at,23253
210881_s_at,3481
207304_at,7596
204916_at,10267
213454_at,100526739
209599_s_at,58497
210338_s_at,3312
203618_at,23017
210539_at,23093
211457_at,23766
203183_s_at,6602
221620_s_at,79135
40687_at,2701
215739_s_at,10426
38521_at,933
211706_s_at,23097
201794_s_at,9887
39650_s_at,80003
209616_s_at,1066
211888_x_at,843
215807_s_at,5364
203330_s_at,6811
205471_s_at,1602
204793_at,9737
37005_at,100532736
210043_at,83786
222181_at,4848
216135_at,124152
222230_s_at,55860
215530_at,2175
210180_s_at,6434
209971_x_at,7965
217966_s_at,116496
210437_at,4108
210800_at,1678
205359_at,9472
205326_at,10268
203463_s_at,100874309
209708_at,26002
220035_at,23225
200684_s_at,7332
211238_at,8756
201436_at,1977
212007_at,23190
217738_at,10135
219692_at,79412
208330_at,60529
217463_s_at,745
209639_s_at,6002
213243_at,157680
216188_at,10408
211575_s_at,7337
212289_at,23253
201853_s_at,994
216687_x_at,7366
37802_r_at,54629
220152_at,79946
204071_s_at,10210
221045_s_at,8863
212736_at,89927
208638_at,10130
219813_at,9113
212591_at,23029
211126_s_at,1466
202759_s_at,11217
215765_at,10489
206745_at,3227
216224_s_at,10013
220962_s_at,29943
209375_at,7508
209822_s_at,7436
217518_at,26509
210341_at,4661
203057_s_at,7799
214593_at,9063
200083_at,23326
213135_at,7074
202560_s_at,26097
204186_s_at,5481
200054_at,8882
202214_s_at,8450
201204_s_at,6238
200976_s_at,8887
208127_s_at,9655
221327_s_at,101060233
212902_at,10802
202526_at,4089
216277_at,699
208126_s_at,1562
220029_at,54898
211755_s_at,515
221904_at,131408
218909_at,26750
206802_at,5079
213342_at,10413
222224_at,342538
213836_s_at,55062
202386_s_at,9665
210977_s_at,3299
211782_at,3423
205382_s_at,1675
219032_x_at,23596
219128_at,54980
204687_at,25849
218288_s_at,60492
204853_at,4999
220972_s_at,81870
202959_at,4594
201584_s_at,10212
213051_at,56829
204892_x_at,1915
207904_s_at,4012
206024_at,3242
208594_x_at,79168
212074_at,23353
205275_at,9567
204524_at,5170
215324_at,223117
222108_at,347902
208378_x_at,2250
207876_s_at,2318
209222_s_at,9885
201381_x_at,27101
211875_x_at,56106
204287_at,9145
205859_at,9450
207223_s_at,9991
209615_s_at,5058
212045_at,2734
204404_at,6558
208031_s_at,5990
35846_at,7067
222318_at,388569
207511_s_at,27013
213973_at,6238
202009_at,11344
201649_at,9246
205131_x_at,6320
210033_s_at,9576
214243_s_at,253190
203018_s_at,117178
201894_s_at,6745
200863_s_at,8766
214610_at,1584
207770_x_at,1442
212420_at,1997
204612_at,5569
202189_x_at,100616459
211925_s_at,23236
200904_at,3133
200739_s_at,6612
220365_at,55821
211087_x_at,1432
218558_s_at,54148
206928_at,7678
214371_at,23617
39763_at,3263
206226_at,3273
62212_at,100129924
214571_at,2248
209967_s_at,1390
208985_s_at,8669
219521_at,27087
201241_at,1653
213187_x_at,2512
208173_at,3456
214512_s_at,10923
211903_s_at,4352
206060_s_at,26191
213587_s_at,155066
201730_s_at,7175
205684_s_at,55667
212159_x_at,161
216901_s_at,10320
49111_at,408
213800_at,3075
202848_s_at,2870
221740_x_at,474170
215422_at,10299
210430_x_at,6007
213683_at,23305
219623_at,79913
201140_s_at,5878
208351_s_at,5594
202905_x_at,4683
215199_at,800
209066_x_at,7381
208506_at,8968
217565_at,2892
212624_s_at,1123
206330_s_at,53358
208677_s_at,682
213254_at,23112
216236_s_at,144195
211976_at,11165
221652_s_at,55726
39248_at,360
218807_at,10451
209933_s_at,11314
220516_at,54993
207939_x_at,10921
208759_at,23385
203529_at,5537
207532_at,1421
215640_at,23102
209271_at,2186
216999_at,2057
217491_x_at,1350
216911_s_at,23119
221525_at,83637
210177_at,89870
204831_at,1024
217188_s_at,11161
202983_at,6596
215103_at,1562
218474_s_at,54442
203987_at,8323
218038_at,55101
210924_at,10439
214339_s_at,11184
221416_at,64600
218828_at,100529211
208267_at,56302
210853_at,11280
218881_s_at,2355
210025_s_at,29775
204214_s_at,10981
219582_at,79627
219614_s_at,54716
201566_x_at,3398
207789_s_at,1804
206299_at,27112
203639_s_at,2263
222052_at,284325
